"BehaviorSpace results (NetLogo 7.0.0)","Table version 2.0"
"fp_pemsi.nlogox"
"experiment050"
"09/25/2025 01:28:21:308 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","number-of-people","new-team-chance","min-confidence","min-manipulation","weather-variable","max-confidence","initial-teams","leader-boost-r","max-manipulation","[step]","count turtles"
"1","250","0","20","20","0.5","80","3","0.5","80","104","250"
"1","250","0","20","20","0.5","80","3","0.5","80","105","250"
"1","250","0","20","20","0.5","80","3","0.5","80","106","250"
"1","250","0","20","20","0.5","80","3","0.5","80","107","250"
"1","250","0","20","20","0.5","80","3","0.5","80","108","250"
"1","250","0","20","20","0.5","80","3","0.5","80","109","250"
"1","250","0","20","20","0.5","80","3","0.5","80","110","250"
"1","250","0","20","20","0.5","80","3","0.5","80","111","250"
"1","250","0","20","20","0.5","80","3","0.5","80","112","250"
"1","250","0","20","20","0.5","80","3","0.5","80","113","250"
"1","250","0","20","20","0.5","80","3","0.5","80","114","250"
"1","250","0","20","20","0.5","80","3","0.5","80","115","250"
"1","250","0","20","20","0.5","80","3","0.5","80","116","250"
"1","250","0","20","20","0.5","80","3","0.5","80","117","250"
"1","250","0","20","20","0.5","80","3","0.5","80","118","250"
"1","250","0","20","20","0.5","80","3","0.5","80","119","250"
"1","250","0","20","20","0.5","80","3","0.5","80","120","250"
"1","250","0","20","20","0.5","80","3","0.5","80","121","250"
"1","250","0","20","20","0.5","80","3","0.5","80","122","250"
"1","250","0","20","20","0.5","80","3","0.5","80","123","250"
"1","250","0","20","20","0.5","80","3","0.5","80","124","250"
"1","250","0","20","20","0.5","80","3","0.5","80","125","250"
"1","250","0","20","20","0.5","80","3","0.5","80","126","250"
"1","250","0","20","20","0.5","80","3","0.5","80","127","250"
"1","250","0","20","20","0.5","80","3","0.5","80","128","250"
"1","250","0","20","20","0.5","80","3","0.5","80","129","250"
"1","250","0","20","20","0.5","80","3","0.5","80","130","250"
"1","250","0","20","20","0.5","80","3","0.5","80","131","250"
"1","250","0","20","20","0.5","80","3","0.5","80","132","250"
"1","250","0","20","20","0.5","80","3","0.5","80","133","250"
"1","250","0","20","20","0.5","80","3","0.5","80","134","250"
"1","250","0","20","20","0.5","80","3","0.5","80","135","250"
"1","250","0","20","20","0.5","80","3","0.5","80","136","250"
"1","250","0","20","20","0.5","80","3","0.5","80","137","250"
"1","250","0","20","20","0.5","80","3","0.5","80","138","250"
"1","250","0","20","20","0.5","80","3","0.5","80","139","250"
"1","250","0","20","20","0.5","80","3","0.5","80","140","250"
"1","250","0","20","20","0.5","80","3","0.5","80","141","250"
"1","250","0","20","20","0.5","80","3","0.5","80","142","250"
"1","250","0","20","20","0.5","80","3","0.5","80","143","250"
"1","250","0","20","20","0.5","80","3","0.5","80","144","250"
"1","250","0","20","20","0.5","80","3","0.5","80","145","250"
"1","250","0","20","20","0.5","80","3","0.5","80","146","250"
"1","250","0","20","20","0.5","80","3","0.5","80","147","250"
"1","250","0","20","20","0.5","80","3","0.5","80","148","250"
"1","250","0","20","20","0.5","80","3","0.5","80","149","250"
"1","250","0","20","20","0.5","80","3","0.5","80","150","250"
"1","250","0","20","20","0.5","80","3","0.5","80","151","250"
"1","250","0","20","20","0.5","80","3","0.5","80","152","250"
"1","250","0","20","20","0.5","80","3","0.5","80","153","250"
"1","250","0","20","20","0.5","80","3","0.5","80","154","250"
"1","250","0","20","20","0.5","80","3","0.5","80","155","250"
"1","250","0","20","20","0.5","80","3","0.5","80","156","250"
"1","250","0","20","20","0.5","80","3","0.5","80","157","250"
"1","250","0","20","20","0.5","80","3","0.5","80","158","250"
"1","250","0","20","20","0.5","80","3","0.5","80","159","250"
"1","250","0","20","20","0.5","80","3","0.5","80","160","250"
"1","250","0","20","20","0.5","80","3","0.5","80","161","250"
"1","250","0","20","20","0.5","80","3","0.5","80","162","250"
"1","250","0","20","20","0.5","80","3","0.5","80","163","250"
"1","250","0","20","20","0.5","80","3","0.5","80","164","250"
"1","250","0","20","20","0.5","80","3","0.5","80","165","250"
"1","250","0","20","20","0.5","80","3","0.5","80","166","250"
"1","250","0","20","20","0.5","80","3","0.5","80","167","250"
"1","250","0","20","20","0.5","80","3","0.5","80","168","250"
"1","250","0","20","20","0.5","80","3","0.5","80","169","250"
"1","250","0","20","20","0.5","80","3","0.5","80","170","250"
"1","250","0","20","20","0.5","80","3","0.5","80","171","250"
"1","250","0","20","20","0.5","80","3","0.5","80","172","250"
"1","250","0","20","20","0.5","80","3","0.5","80","173","250"
"1","250","0","20","20","0.5","80","3","0.5","80","174","250"
"1","250","0","20","20","0.5","80","3","0.5","80","175","250"
"1","250","0","20","20","0.5","80","3","0.5","80","176","250"
"1","250","0","20","20","0.5","80","3","0.5","80","177","250"
"1","250","0","20","20","0.5","80","3","0.5","80","178","250"
"1","250","0","20","20","0.5","80","3","0.5","80","179","250"
"1","250","0","20","20","0.5","80","3","0.5","80","180","250"
"1","250","0","20","20","0.5","80","3","0.5","80","181","250"
"1","250","0","20","20","0.5","80","3","0.5","80","182","250"
"1","250","0","20","20","0.5","80","3","0.5","80","183","250"
"1","250","0","20","20","0.5","80","3","0.5","80","184","250"
"1","250","0","20","20","0.5","80","3","0.5","80","185","250"
"1","250","0","20","20","0.5","80","3","0.5","80","186","250"
"1","250","0","20","20","0.5","80","3","0.5","80","187","250"
"1","250","0","20","20","0.5","80","3","0.5","80","188","250"
"1","250","0","20","20","0.5","80","3","0.5","80","189","250"
"1","250","0","20","20","0.5","80","3","0.5","80","190","250"
"1","250","0","20","20","0.5","80","3","0.5","80","191","250"
"1","250","0","20","20","0.5","80","3","0.5","80","192","250"
"1","250","0","20","20","0.5","80","3","0.5","80","193","250"
"1","250","0","20","20","0.5","80","3","0.5","80","194","250"
"1","250","0","20","20","0.5","80","3","0.5","80","195","250"
"1","250","0","20","20","0.5","80","3","0.5","80","196","250"
"1","250","0","20","20","0.5","80","3","0.5","80","197","250"
"1","250","0","20","20","0.5","80","3","0.5","80","198","250"
"1","250","0","20","20","0.5","80","3","0.5","80","199","250"
"1","250","0","20","20","0.5","80","3","0.5","80","200","250"
"1","250","0","20","20","0.5","80","3","0.5","80","201","250"
"1","250","0","20","20","0.5","80","3","0.5","80","202","250"
"1","250","0","20","20","0.5","80","3","0.5","80","203","250"
"1","250","0","20","20","0.5","80","3","0.5","80","204","250"
"1","250","0","20","20","0.5","80","3","0.5","80","205","250"
"1","250","0","20","20","0.5","80","3","0.5","80","206","250"
"1","250","0","20","20","0.5","80","3","0.5","80","207","250"
"1","250","0","20","20","0.5","80","3","0.5","80","208","250"
"1","250","0","20","20","0.5","80","3","0.5","80","209","250"
"1","250","0","20","20","0.5","80","3","0.5","80","210","250"
"1","250","0","20","20","0.5","80","3","0.5","80","211","250"
"1","250","0","20","20","0.5","80","3","0.5","80","212","250"
"1","250","0","20","20","0.5","80","3","0.5","80","213","250"
"1","250","0","20","20","0.5","80","3","0.5","80","214","250"
"1","250","0","20","20","0.5","80","3","0.5","80","215","250"
"1","250","0","20","20","0.5","80","3","0.5","80","216","250"
"1","250","0","20","20","0.5","80","3","0.5","80","217","250"
"1","250","0","20","20","0.5","80","3","0.5","80","218","250"
"1","250","0","20","20","0.5","80","3","0.5","80","219","250"
"1","250","0","20","20","0.5","80","3","0.5","80","220","250"
"1","250","0","20","20","0.5","80","3","0.5","80","221","250"
"1","250","0","20","20","0.5","80","3","0.5","80","222","250"
"1","250","0","20","20","0.5","80","3","0.5","80","223","250"
"1","250","0","20","20","0.5","80","3","0.5","80","224","250"
"1","250","0","20","20","0.5","80","3","0.5","80","225","250"
"1","250","0","20","20","0.5","80","3","0.5","80","226","250"
"1","250","0","20","20","0.5","80","3","0.5","80","227","250"
"1","250","0","20","20","0.5","80","3","0.5","80","228","250"
"1","250","0","20","20","0.5","80","3","0.5","80","229","250"
"1","250","0","20","20","0.5","80","3","0.5","80","230","250"
"1","250","0","20","20","0.5","80","3","0.5","80","231","250"
"1","250","0","20","20","0.5","80","3","0.5","80","232","250"
"1","250","0","20","20","0.5","80","3","0.5","80","233","250"
"1","250","0","20","20","0.5","80","3","0.5","80","234","250"
"1","250","0","20","20","0.5","80","3","0.5","80","235","250"
"1","250","0","20","20","0.5","80","3","0.5","80","236","250"
"1","250","0","20","20","0.5","80","3","0.5","80","237","250"
"1","250","0","20","20","0.5","80","3","0.5","80","238","250"
"1","250","0","20","20","0.5","80","3","0.5","80","239","250"
"1","250","0","20","20","0.5","80","3","0.5","80","240","250"
"1","250","0","20","20","0.5","80","3","0.5","80","241","250"
"1","250","0","20","20","0.5","80","3","0.5","80","242","250"
"1","250","0","20","20","0.5","80","3","0.5","80","243","250"
"1","250","0","20","20","0.5","80","3","0.5","80","244","250"
"1","250","0","20","20","0.5","80","3","0.5","80","245","250"
"1","250","0","20","20","0.5","80","3","0.5","80","246","250"
"1","250","0","20","20","0.5","80","3","0.5","80","247","250"
"1","250","0","20","20","0.5","80","3","0.5","80","248","250"
"1","250","0","20","20","0.5","80","3","0.5","80","249","250"
"1","250","0","20","20","0.5","80","3","0.5","80","250","250"
"1","250","0","20","20","0.5","80","3","0.5","80","251","250"
"1","250","0","20","20","0.5","80","3","0.5","80","252","250"
"1","250","0","20","20","0.5","80","3","0.5","80","253","250"
"1","250","0","20","20","0.5","80","3","0.5","80","254","250"
"1","250","0","20","20","0.5","80","3","0.5","80","255","250"
"1","250","0","20","20","0.5","80","3","0.5","80","256","250"
"1","250","0","20","20","0.5","80","3","0.5","80","257","250"
"1","250","0","20","20","0.5","80","3","0.5","80","258","250"
"1","250","0","20","20","0.5","80","3","0.5","80","259","250"
"1","250","0","20","20","0.5","80","3","0.5","80","260","250"
"1","250","0","20","20","0.5","80","3","0.5","80","261","250"
"1","250","0","20","20","0.5","80","3","0.5","80","262","250"
"1","250","0","20","20","0.5","80","3","0.5","80","263","250"
"1","250","0","20","20","0.5","80","3","0.5","80","264","250"
"1","250","0","20","20","0.5","80","3","0.5","80","265","250"
"1","250","0","20","20","0.5","80","3","0.5","80","266","250"
"1","250","0","20","20","0.5","80","3","0.5","80","267","250"
"1","250","0","20","20","0.5","80","3","0.5","80","268","250"
"1","250","0","20","20","0.5","80","3","0.5","80","269","250"
"1","250","0","20","20","0.5","80","3","0.5","80","270","250"
"1","250","0","20","20","0.5","80","3","0.5","80","271","250"
"1","250","0","20","20","0.5","80","3","0.5","80","272","250"
"1","250","0","20","20","0.5","80","3","0.5","80","273","250"
"1","250","0","20","20","0.5","80","3","0.5","80","274","250"
"1","250","0","20","20","0.5","80","3","0.5","80","275","250"
"1","250","0","20","20","0.5","80","3","0.5","80","276","250"
"1","250","0","20","20","0.5","80","3","0.5","80","277","250"
"1","250","0","20","20","0.5","80","3","0.5","80","278","250"
"1","250","0","20","20","0.5","80","3","0.5","80","279","250"
"1","250","0","20","20","0.5","80","3","0.5","80","280","250"
"1","250","0","20","20","0.5","80","3","0.5","80","281","250"
"1","250","0","20","20","0.5","80","3","0.5","80","282","250"
"1","250","0","20","20","0.5","80","3","0.5","80","283","250"
"1","250","0","20","20","0.5","80","3","0.5","80","284","250"
"1","250","0","20","20","0.5","80","3","0.5","80","285","250"
"1","250","0","20","20","0.5","80","3","0.5","80","286","250"
"1","250","0","20","20","0.5","80","3","0.5","80","287","250"
"1","250","0","20","20","0.5","80","3","0.5","80","288","250"
"1","250","0","20","20","0.5","80","3","0.5","80","289","250"
"1","250","0","20","20","0.5","80","3","0.5","80","290","250"
"1","250","0","20","20","0.5","80","3","0.5","80","291","250"
"1","250","0","20","20","0.5","80","3","0.5","80","292","250"
"1","250","0","20","20","0.5","80","3","0.5","80","293","250"
"1","250","0","20","20","0.5","80","3","0.5","80","294","250"
"1","250","0","20","20","0.5","80","3","0.5","80","295","250"
"1","250","0","20","20","0.5","80","3","0.5","80","296","250"
"1","250","0","20","20","0.5","80","3","0.5","80","297","250"
"1","250","0","20","20","0.5","80","3","0.5","80","298","250"
"1","250","0","20","20","0.5","80","3","0.5","80","299","250"
"1","250","0","20","20","0.5","80","3","0.5","80","300","250"
"1","250","0","20","20","0.5","80","3","0.5","80","301","250"
"1","250","0","20","20","0.5","80","3","0.5","80","302","250"
"1","250","0","20","20","0.5","80","3","0.5","80","303","250"
"1","250","0","20","20","0.5","80","3","0.5","80","304","250"
"1","250","0","20","20","0.5","80","3","0.5","80","305","250"
"1","250","0","20","20","0.5","80","3","0.5","80","306","250"
"1","250","0","20","20","0.5","80","3","0.5","80","307","250"
"1","250","0","20","20","0.5","80","3","0.5","80","308","250"
"1","250","0","20","20","0.5","80","3","0.5","80","309","250"
"1","250","0","20","20","0.5","80","3","0.5","80","310","250"
"1","250","0","20","20","0.5","80","3","0.5","80","311","250"
"1","250","0","20","20","0.5","80","3","0.5","80","312","250"
"1","250","0","20","20","0.5","80","3","0.5","80","313","250"
"1","250","0","20","20","0.5","80","3","0.5","80","314","250"
"1","250","0","20","20","0.5","80","3","0.5","80","315","250"
"1","250","0","20","20","0.5","80","3","0.5","80","316","250"
"1","250","0","20","20","0.5","80","3","0.5","80","317","250"
"1","250","0","20","20","0.5","80","3","0.5","80","318","250"
"1","250","0","20","20","0.5","80","3","0.5","80","319","250"
"1","250","0","20","20","0.5","80","3","0.5","80","320","250"
"1","250","0","20","20","0.5","80","3","0.5","80","321","250"
"1","250","0","20","20","0.5","80","3","0.5","80","322","250"
"1","250","0","20","20","0.5","80","3","0.5","80","323","250"
"1","250","0","20","20","0.5","80","3","0.5","80","324","250"
"1","250","0","20","20","0.5","80","3","0.5","80","325","250"
"1","250","0","20","20","0.5","80","3","0.5","80","326","250"
"1","250","0","20","20","0.5","80","3","0.5","80","327","250"
"1","250","0","20","20","0.5","80","3","0.5","80","328","250"
"1","250","0","20","20","0.5","80","3","0.5","80","329","250"
"1","250","0","20","20","0.5","80","3","0.5","80","330","250"
"1","250","0","20","20","0.5","80","3","0.5","80","331","250"
"1","250","0","20","20","0.5","80","3","0.5","80","332","250"
"1","250","0","20","20","0.5","80","3","0.5","80","333","250"
"1","250","0","20","20","0.5","80","3","0.5","80","334","250"
"1","250","0","20","20","0.5","80","3","0.5","80","335","250"
"1","250","0","20","20","0.5","80","3","0.5","80","336","250"
"1","250","0","20","20","0.5","80","3","0.5","80","337","250"
"1","250","0","20","20","0.5","80","3","0.5","80","338","250"
"1","250","0","20","20","0.5","80","3","0.5","80","339","250"
"1","250","0","20","20","0.5","80","3","0.5","80","340","250"
"1","250","0","20","20","0.5","80","3","0.5","80","341","250"
"1","250","0","20","20","0.5","80","3","0.5","80","342","250"
"1","250","0","20","20","0.5","80","3","0.5","80","343","250"
"1","250","0","20","20","0.5","80","3","0.5","80","344","250"
"1","250","0","20","20","0.5","80","3","0.5","80","345","250"
"1","250","0","20","20","0.5","80","3","0.5","80","346","250"
"1","250","0","20","20","0.5","80","3","0.5","80","347","250"
"1","250","0","20","20","0.5","80","3","0.5","80","348","250"
"1","250","0","20","20","0.5","80","3","0.5","80","349","250"
"1","250","0","20","20","0.5","80","3","0.5","80","350","250"
"1","250","0","20","20","0.5","80","3","0.5","80","351","250"
"1","250","0","20","20","0.5","80","3","0.5","80","352","250"
"1","250","0","20","20","0.5","80","3","0.5","80","353","250"
"1","250","0","20","20","0.5","80","3","0.5","80","354","250"
"1","250","0","20","20","0.5","80","3","0.5","80","355","250"
"1","250","0","20","20","0.5","80","3","0.5","80","356","250"
"1","250","0","20","20","0.5","80","3","0.5","80","357","250"
"1","250","0","20","20","0.5","80","3","0.5","80","358","250"
"1","250","0","20","20","0.5","80","3","0.5","80","359","250"
"1","250","0","20","20","0.5","80","3","0.5","80","360","250"
"1","250","0","20","20","0.5","80","3","0.5","80","361","250"
"1","250","0","20","20","0.5","80","3","0.5","80","362","250"
"1","250","0","20","20","0.5","80","3","0.5","80","363","250"
"1","250","0","20","20","0.5","80","3","0.5","80","364","250"
"1","250","0","20","20","0.5","80","3","0.5","80","365","250"
"1","250","0","20","20","0.5","80","3","0.5","80","366","250"
"1","250","0","20","20","0.5","80","3","0.5","80","367","250"
"1","250","0","20","20","0.5","80","3","0.5","80","368","250"
"1","250","0","20","20","0.5","80","3","0.5","80","369","250"
"1","250","0","20","20","0.5","80","3","0.5","80","370","250"
"1","250","0","20","20","0.5","80","3","0.5","80","371","250"
"1","250","0","20","20","0.5","80","3","0.5","80","372","250"
"1","250","0","20","20","0.5","80","3","0.5","80","373","250"
"1","250","0","20","20","0.5","80","3","0.5","80","374","250"
"1","250","0","20","20","0.5","80","3","0.5","80","375","250"
"1","250","0","20","20","0.5","80","3","0.5","80","376","250"
"1","250","0","20","20","0.5","80","3","0.5","80","377","250"
"1","250","0","20","20","0.5","80","3","0.5","80","378","250"
"1","250","0","20","20","0.5","80","3","0.5","80","379","250"
"1","250","0","20","20","0.5","80","3","0.5","80","380","250"
"1","250","0","20","20","0.5","80","3","0.5","80","381","250"
"1","250","0","20","20","0.5","80","3","0.5","80","382","250"
"1","250","0","20","20","0.5","80","3","0.5","80","383","250"
"1","250","0","20","20","0.5","80","3","0.5","80","384","250"
"1","250","0","20","20","0.5","80","3","0.5","80","385","250"
"1","250","0","20","20","0.5","80","3","0.5","80","386","250"
"1","250","0","20","20","0.5","80","3","0.5","80","387","250"
"1","250","0","20","20","0.5","80","3","0.5","80","388","250"
"1","250","0","20","20","0.5","80","3","0.5","80","389","250"
"1","250","0","20","20","0.5","80","3","0.5","80","390","250"
"1","250","0","20","20","0.5","80","3","0.5","80","391","250"
"1","250","0","20","20","0.5","80","3","0.5","80","392","250"
"1","250","0","20","20","0.5","80","3","0.5","80","393","250"
"1","250","0","20","20","0.5","80","3","0.5","80","394","250"
"1","250","0","20","20","0.5","80","3","0.5","80","395","250"
"1","250","0","20","20","0.5","80","3","0.5","80","396","250"
"1","250","0","20","20","0.5","80","3","0.5","80","397","250"
"1","250","0","20","20","0.5","80","3","0.5","80","398","250"
"1","250","0","20","20","0.5","80","3","0.5","80","399","250"
"1","250","0","20","20","0.5","80","3","0.5","80","400","250"
"1","250","0","20","20","0.5","80","3","0.5","80","401","250"
"1","250","0","20","20","0.5","80","3","0.5","80","402","250"
"1","250","0","20","20","0.5","80","3","0.5","80","403","250"
"1","250","0","20","20","0.5","80","3","0.5","80","404","250"
"1","250","0","20","20","0.5","80","3","0.5","80","405","250"
"1","250","0","20","20","0.5","80","3","0.5","80","406","250"
"1","250","0","20","20","0.5","80","3","0.5","80","407","250"
"1","250","0","20","20","0.5","80","3","0.5","80","408","250"
"1","250","0","20","20","0.5","80","3","0.5","80","409","250"
"1","250","0","20","20","0.5","80","3","0.5","80","410","250"
"1","250","0","20","20","0.5","80","3","0.5","80","411","250"
"1","250","0","20","20","0.5","80","3","0.5","80","412","250"
"1","250","0","20","20","0.5","80","3","0.5","80","413","250"
"1","250","0","20","20","0.5","80","3","0.5","80","414","250"
"1","250","0","20","20","0.5","80","3","0.5","80","415","250"
"1","250","0","20","20","0.5","80","3","0.5","80","416","250"
"1","250","0","20","20","0.5","80","3","0.5","80","417","250"
"1","250","0","20","20","0.5","80","3","0.5","80","418","250"
"1","250","0","20","20","0.5","80","3","0.5","80","419","250"
"1","250","0","20","20","0.5","80","3","0.5","80","420","250"
"1","250","0","20","20","0.5","80","3","0.5","80","421","250"
"1","250","0","20","20","0.5","80","3","0.5","80","422","250"
"1","250","0","20","20","0.5","80","3","0.5","80","423","250"
"1","250","0","20","20","0.5","80","3","0.5","80","424","250"
"1","250","0","20","20","0.5","80","3","0.5","80","425","250"
"1","250","0","20","20","0.5","80","3","0.5","80","426","250"
"1","250","0","20","20","0.5","80","3","0.5","80","427","250"
"1","250","0","20","20","0.5","80","3","0.5","80","428","250"
"1","250","0","20","20","0.5","80","3","0.5","80","429","250"
"1","250","0","20","20","0.5","80","3","0.5","80","430","250"
"1","250","0","20","20","0.5","80","3","0.5","80","431","250"
"1","250","0","20","20","0.5","80","3","0.5","80","432","250"
"1","250","0","20","20","0.5","80","3","0.5","80","433","250"
"1","250","0","20","20","0.5","80","3","0.5","80","434","250"
"1","250","0","20","20","0.5","80","3","0.5","80","435","250"
"1","250","0","20","20","0.5","80","3","0.5","80","436","250"
"1","250","0","20","20","0.5","80","3","0.5","80","437","250"
"1","250","0","20","20","0.5","80","3","0.5","80","438","250"
"1","250","0","20","20","0.5","80","3","0.5","80","439","250"
"1","250","0","20","20","0.5","80","3","0.5","80","440","250"
"1","250","0","20","20","0.5","80","3","0.5","80","441","250"
"1","250","0","20","20","0.5","80","3","0.5","80","442","250"
"1","250","0","20","20","0.5","80","3","0.5","80","443","250"
"1","250","0","20","20","0.5","80","3","0.5","80","444","250"
"1","250","0","20","20","0.5","80","3","0.5","80","445","250"
"1","250","0","20","20","0.5","80","3","0.5","80","446","250"
"1","250","0","20","20","0.5","80","3","0.5","80","447","250"
"1","250","0","20","20","0.5","80","3","0.5","80","448","250"
"1","250","0","20","20","0.5","80","3","0.5","80","449","250"
"1","250","0","20","20","0.5","80","3","0.5","80","450","250"
"1","250","0","20","20","0.5","80","3","0.5","80","451","250"
"1","250","0","20","20","0.5","80","3","0.5","80","452","250"
